candidate_id,parent_id,family,stage,cleavage_zero_target_eV,guard_log10_q_low,guard_exponent,cleavage_entropy_zero_kB,cleavage_entropy_active_kB,cleavage_entropy_infinity_kB,emission_entropy_active_kB,emission_entropy_infinity_kB,emission_stratum,cleavage_heat_capacity_base_kB,cleavage_heat_capacity_guard_kB,emission_heat_capacity_base_kB,complexity
P25_TJBS_T_000681,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,-10,0,-20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000682,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,2,40,20,-10,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000683,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,-40,-20,0,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000684,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,6,-20,-10,20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000685,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,20,40,-20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000686,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,0,20,-10,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000687,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,2,10,-20,10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000688,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,-40,20,-20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000689,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,40,-10,20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000690,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,8,-10,-40,10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000691,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,2,20,0,-10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000692,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,4,0,10,-20,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000693,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,6,-10,-40,20,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000694,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,2,40,0,0,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000695,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,8,-20,40,0,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000696,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,2,0,-10,-10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000697,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,8,10,20,10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000698,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,-40,10,20,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000699,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,20,-40,-20,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000700,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,8,40,-20,0,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000701,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,2,-40,10,0,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000702,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,10,40,20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000703,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,-20,-10,-10,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000704,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,6,10,-40,0,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000705,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,4,0,0,10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000706,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,8,20,20,20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000707,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,2,-40,-10,-20,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000708,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,-40,0,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000709,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,6,40,40,10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000710,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,2,-20,10,20,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000711,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,10,-20,-20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000712,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,2,40,10,-10,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000713,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-4,8,-40,-40,10,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000714,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,4,20,-20,0,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000715,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,6,-10,20,0,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000716,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,8,-10,40,-20,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000717,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,2,0,-10,20,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000718,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,6,-20,-20,10,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000719,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,4,40,20,-10,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000720,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,8,-10,-10,20,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000721,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,2,10,20,-20,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000722,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,6,-40,0,-10,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000723,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,4,40,-40,10,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000724,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,2,20,-40,10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000725,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,-20,10,-20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000726,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,4,10,40,0,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000727,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-5,6,0,0,0,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000728,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,-20,20,10,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000729,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,6,20,-20,-10,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000730,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,-10,-40,-20,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000731,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,0,10,20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000732,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,6,10,10,0,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000733,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,-10,-20,-10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000734,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,8,40,-10,-20,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000735,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,2,-40,40,20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000736,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,4,0,-20,20,35,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000737,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,6,10,10,-20,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000738,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,2,-20,40,-10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000739,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-4,8,20,0,10,20,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000740,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,6,40,-10,20,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000741,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,4,-40,20,-20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000742,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,8,10,0,-10,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000743,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,2,-10,-40,0,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000744,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,8,-40,20,10,60,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000745,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,2,40,-20,-10,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000746,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-6,6,-10,-10,-20,40,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000747,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,4,20,40,20,10,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000748,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-7,2,0,20,0,35,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000749,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,8,-10,-20,0,0,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000750,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,4,20,-40,-10,50,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000751,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,6,-20,10,10,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000752,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,2,10,0,0,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000753,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,-20,40,0,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000754,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,40,10,20,20,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000755,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,6,-40,-20,-10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000756,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,8,-20,-40,-10,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000757,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,2,20,0,10,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000758,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,6,0,40,20,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000759,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,10,-10,-20,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000760,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,6,40,40,-20,30,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000761,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,4,-20,-10,20,60,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000762,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,8,0,-20,10,10,0,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000763,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,2,-10,20,0,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000764,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-8,4,-10,10,-20,0,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000765,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,6,20,-40,20,35,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000766,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,2,-40,-10,10,20,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000767,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,8,40,20,-10,50,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000768,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-6,6,-20,0,20,30,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000769,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,4,10,-40,-20,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000770,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-8,8,-40,-10,0,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000771,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,2,40,20,10,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000772,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,20,40,20,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000773,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-3,6,-20,0,-20,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000774,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7,2,10,-20,-10,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000775,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,8,0,10,10,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000776,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,2,-20,-40,0,0,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000777,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-3,8,20,10,0,35,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000778,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,4,-10,20,-10,20,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000779,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-5,6,0,-20,20,50,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000780,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,20,0,10,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000781,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-5,2,-10,40,-10,60,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000782,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,6,40,20,-20,10,15,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000783,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,4,-40,-20,20,40,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000784,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,8,10,40,-10,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000785,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-3,2,0,-10,10,30,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000786,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,6,20,-40,20,40,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000787,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-5,4,-20,0,-20,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000788,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-6,2,-40,10,0,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000789,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,8,40,-20,0,0,5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000790,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-8,4,-20,0,10,50,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000791,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-3,6,10,40,-10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000792,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-7,4,40,-10,-20,35,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000793,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5,6,-40,20,20,0,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000794,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-7,2,20,10,10,50,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000795,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-3,8,-10,-40,-10,20,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000796,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.75,-8,6,-10,-20,-20,60,15,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000797,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-4,4,0,10,20,30,5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000798,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-6,8,-20,40,0,40,-5,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000799,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-4,2,20,-10,-10,10,10,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000800,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,2,-8,4,10,10,-10,40,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000801,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,6,-20,-20,10,10,-5,LOW_ENTROPY_MECHANISM_CONTROL,0.0,0.0,0.0,2
P25_TJBS_T_000802,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1,-6,2,40,0,20,60,0,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
P25_TJBS_T_000803,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.5,-4,8,-40,40,-20,30,10,PREFERRED_20_60_DENSE_30_40,0.0,0.0,0.0,2
